market,quarter,year,go_proportion,quarter_percent_change_lease,internal_industry,internal_class,internal_class_rent,county_name,worked_at_home_rate,employed_pop,commuters_by_public_transportation_rate,total_pop
Chicago Suburbs,Q1,2018,0.875,30.379606281885362,"Technology, Advertising, Media, and Information",A,26.3269727942067,Cook County,0.0521462462679171,843658.333333333,0.0662685163678764,1753667.0
Chicago Suburbs,Q1,2018,0.875,-23.30088818967867,"Technology, Advertising, Media, and Information",O,19.6066862272914,Cook County,0.0521462462679171,843658.333333333,0.0662685163678764,1753667.0
Detroit,Q1,2018,0.45454545454545453,0.0,Financial Services and Insurance,A,20.9981865703684,Wayne County,0.0415943405806327,65866.6,0.0069243420548415,159254.266666667
Detroit,Q1,2018,0.3333333333333333,0.0,"Technology, Advertising, Media, and Information",A,20.9981865703684,Wayne County,0.0415943405806327,65866.6,0.0069243420548415,159254.266666667
Houston,Q1,2018,0.6666666666666666,0.0,"Technology, Advertising, Media, and Information",A,32.105381160916,Harris County,0.0344902530088221,1097757.5,0.0164589698773249,2279358.5
Houston,Q1,2018,0.36363636363636365,0.0,Financial Services and Insurance,A,32.105381160916,Harris County,0.0344902530088221,1097757.5,0.0164589698773249,2279358.5
Los Angeles,Q1,2018,0.5535714285714286,0.0,"Technology, Advertising, Media, and Information",O,31.902391809038,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Los Angeles,Q1,2018,0.6216216216216216,197.05090076763776,Financial Services and Insurance,A,39.9017071694796,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Los Angeles,Q1,2018,0.5535714285714286,0.0,"Technology, Advertising, Media, and Information",A,39.9017071694796,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Los Angeles,Q1,2018,0.6216216216216216,-66.3357358144411,Financial Services and Insurance,O,31.902391809038,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Los Angeles,Q1,2018,0.5806451612903226,197.05090076763776,Legal Services,A,39.9017071694796,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Los Angeles,Q1,2018,0.5806451612903226,0.0,Legal Services,A,39.9017071694796,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Manhattan,Q1,2018,0.6891891891891891,0.0,"Technology, Advertising, Media, and Information",O,61.391797776729,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q1,2018,0.6059782608695652,35.40448109691434,Financial Services and Insurance,A,82.4648014546126,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q1,2018,0.6059782608695652,0.0,Financial Services and Insurance,A,82.4648014546126,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q1,2018,0.6891891891891891,-26.147200454594966,"Technology, Advertising, Media, and Information",O,61.391797776729,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q1,2018,0.6059782608695652,0.0,Financial Services and Insurance,O,61.391797776729,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q1,2018,0.5268817204301075,35.40448109691434,Legal Services,A,82.4648014546126,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q1,2018,0.6059782608695652,-26.147200454594966,Financial Services and Insurance,O,61.391797776729,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q1,2018,0.6891891891891891,35.40448109691434,"Technology, Advertising, Media, and Information",A,82.4648014546126,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q1,2018,0.5268817204301075,-26.147200454594966,Legal Services,O,61.391797776729,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q1,2018,0.5268817204301075,0.0,Legal Services,A,82.4648014546126,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Northern Virginia,Q1,2018,0.65625,0.0,Financial Services and Insurance,A,33.6637973930237,Fairfax city,0.0701262272089762,12834.0,0.099501324606514,23580.0
Northern Virginia,Q1,2018,0.65625,-84.78773110036506,Financial Services and Insurance,O,28.9739340671193,Fairfax city,0.0701262272089762,12834.0,0.099501324606514,23580.0
Northern Virginia,Q1,2018,0.65625,557.3641358811361,Financial Services and Insurance,A,33.6637973930237,Fairfax city,0.0701262272089762,12834.0,0.099501324606514,23580.0
Northern Virginia,Q1,2018,0.524390243902439,0.0,"Technology, Advertising, Media, and Information",A,33.6637973930237,Fairfax city,0.0701262272089762,12834.0,0.099501324606514,23580.0
Philadelphia,Q1,2018,0.8333333333333334,0.0,"Technology, Advertising, Media, and Information",O,22.9651678923282,Philadelphia County,0.0338032188534994,665765.0,0.246605033307548,1569657.0
San Diego,Q1,2018,0.5,0.0,Legal Services,A,36.5331251563644,San Diego County,0.0717674225118207,1536073.0,0.0312953876541024,3283665.0
San Diego,Q1,2018,0.45454545454545453,-3.5080713473220504,"Technology, Advertising, Media, and Information",O,28.3396435701887,San Diego County,0.0717674225118207,1536073.0,0.0312953876541024,3283665.0
San Diego,Q1,2018,0.36363636363636365,3.63561118147957,Financial Services and Insurance,A,36.5331251563644,San Diego County,0.0717674225118207,1536073.0,0.0312953876541024,3283665.0
San Francisco,Q1,2018,0.8157894736842105,0.0,"Technology, Advertising, Media, and Information",A,68.8091479767104,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
San Francisco,Q1,2018,0.8157894736842105,-34.740756297760974,"Technology, Advertising, Media, and Information",O,64.5789197209575,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
San Francisco,Q1,2018,0.8157894736842105,53.2349968017926,"Technology, Advertising, Media, and Information",A,68.8091479767104,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
San Francisco,Q1,2018,0.6153846153846154,0.0,Legal Services,A,68.8091479767104,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
Seattle,Q1,2018,0.8181818181818182,0.0,"Technology, Advertising, Media, and Information",A,41.5991786346942,King County,0.0636802814567068,1140353.0,0.128633852850828,2118119.0
Seattle,Q1,2018,0.5833333333333334,0.0,Financial Services and Insurance,A,41.5991786346942,King County,0.0636802814567068,1140353.0,0.128633852850828,2118119.0
South Florida,Q1,2018,0.7333333333333333,0.0,Legal Services,A,37.4429386432953,Miami-Dade County,0.048260635560427,1272735.0,0.0514804731542701,2702602.0
South Florida,Q1,2018,0.5833333333333334,-1.2109443433868772,"Technology, Advertising, Media, and Information",O,27.755344208609,Miami-Dade County,0.048260635560427,1272735.0,0.0514804731542701,2702602.0
Atlanta,Q1,2018,0.4666666666666667,0.0,Legal Services,A,27.6558911686799,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Atlanta,Q1,2018,0.7894736842105263,-40.60853387944498,"Technology, Advertising, Media, and Information",O,18.5608857860524,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Baltimore,Q1,2018,0.5454545454545454,0.0,"Technology, Advertising, Media, and Information",A,27.104834876275,Baltimore City,0.0374666311691863,277954.0,0.178950473819409,619796.0
Baltimore,Q1,2018,0.75,-35.10466185160867,Financial Services and Insurance,O,20.12098958378,Baltimore City,0.0374666311691863,277954.0,0.178950473819409,619796.0
Boston,Q1,2018,0.5769230769230769,144.49556499502467,"Technology, Advertising, Media, and Information",A,42.2978803558738,Suffolk County,0.033012383115742,583937.5,0.191671056161742,1139140.0
Chicago Suburbs,Q1,2018,0.46153846153846156,30.379606281885362,Financial Services and Insurance,A,26.3269727942067,Cook County,0.0521462462679171,843658.333333333,0.0662685163678764,1753667.0
Chicago Suburbs,Q1,2018,0.46153846153846156,0.0,Financial Services and Insurance,A,26.3269727942067,Cook County,0.0521462462679171,843658.333333333,0.0662685163678764,1753667.0
Houston,Q1,2018,0.36363636363636365,-53.96010255566706,Financial Services and Insurance,O,21.0308229409962,Harris County,0.0344902530088221,1097757.5,0.0164589698773249,2279358.5
Los Angeles,Q1,2018,0.5535714285714286,-66.3357358144411,"Technology, Advertising, Media, and Information",O,31.902391809038,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Los Angeles,Q1,2018,0.5535714285714286,197.05090076763776,"Technology, Advertising, Media, and Information",A,39.9017071694796,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Manhattan,Q1,2018,0.5268817204301075,0.0,Legal Services,O,61.391797776729,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Northern New Jersey,Q1,2018,0.6190476190476191,0.0,Financial Services and Insurance,A,28.4729600568076,Essex County,0.0494705906152235,159002.8,0.054381819114848,326356.0
Northern Virginia,Q1,2018,0.524390243902439,-84.78773110036506,"Technology, Advertising, Media, and Information",O,28.9739340671193,Fairfax city,0.0701262272089762,12834.0,0.099501324606514,23580.0
Philadelphia,Q1,2018,0.5151515151515151,0.0,Financial Services and Insurance,O,22.9651678923282,Philadelphia County,0.0338032188534994,665765.0,0.246605033307548,1569657.0
Phoenix,Q1,2018,0.6071428571428571,0.0,Financial Services and Insurance,A,28.9854472145469,Maricopa County,0.0628823518738838,1929015.0,0.0219085906537793,4155501.0
Phoenix,Q1,2018,0.625,-28.215290408027105,Legal Services,O,23.0715670263072,Maricopa County,0.0628823518738838,1929015.0,0.0219085906537793,4155501.0
Salt Lake City,Q1,2018,0.0,0.0,Financial Services and Insurance,A,29.061694654093,Salt Lake County,0.0548921618802562,564689.0,0.0372718434394862,1106700.0
San Diego,Q1,2018,0.36363636363636365,0.0,Financial Services and Insurance,A,36.5331251563644,San Diego County,0.0717674225118207,1536073.0,0.0312953876541024,3283665.0
San Diego,Q1,2018,0.5,3.63561118147957,Legal Services,A,36.5331251563644,San Diego County,0.0717674225118207,1536073.0,0.0312953876541024,3283665.0
San Francisco,Q1,2018,0.6111111111111112,53.2349968017926,Financial Services and Insurance,A,68.8091479767104,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
San Francisco,Q1,2018,0.6153846153846154,0.0,Legal Services,O,64.5789197209575,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
Seattle,Q1,2018,0.8181818181818182,-22.587527089574188,"Technology, Advertising, Media, and Information",O,28.0350819720424,King County,0.0636802814567068,1140353.0,0.128633852850828,2118119.0
South Florida,Q1,2018,0.5833333333333334,0.0,"Technology, Advertising, Media, and Information",O,27.755344208609,Miami-Dade County,0.048260635560427,1272735.0,0.0514804731542701,2702602.0
South Florida,Q1,2018,0.6071428571428571,1.2257879532689087,Financial Services and Insurance,A,37.4429386432953,Miami-Dade County,0.048260635560427,1272735.0,0.0514804731542701,2702602.0
South Florida,Q1,2018,0.5833333333333334,0.0,"Technology, Advertising, Media, and Information",A,37.4429386432953,Miami-Dade County,0.048260635560427,1272735.0,0.0514804731542701,2702602.0
Tampa,Q1,2018,0.5714285714285714,0.0,"Technology, Advertising, Media, and Information",O,20.0320407433743,Hillsborough County,0.060341667257699,433428.0,0.0113758243355624,878729.0
Atlanta,Q1,2018,0.7894736842105263,0.0,"Technology, Advertising, Media, and Information",O,18.5608857860524,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Atlanta,Q1,2018,0.5918367346938775,0.0,Financial Services and Insurance,O,18.5608857860524,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Chicago Suburbs,Q1,2018,0.875,0.0,"Technology, Advertising, Media, and Information",A,26.3269727942067,Cook County,0.0521462462679171,843658.333333333,0.0662685163678764,1753667.0
Houston,Q1,2018,0.6666666666666666,117.20291649413532,"Technology, Advertising, Media, and Information",A,32.105381160916,Harris County,0.0344902530088221,1097757.5,0.0164589698773249,2279358.5
Los Angeles,Q1,2018,0.6216216216216216,0.0,Financial Services and Insurance,A,39.9017071694796,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Atlanta,Q1,2018,0.5918367346938775,68.37435835817935,Financial Services and Insurance,A,27.6558911686799,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Atlanta,Q1,2018,0.7894736842105263,68.37435835817935,"Technology, Advertising, Media, and Information",A,27.6558911686799,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Boston,Q1,2018,0.7142857142857143,0.0,Legal Services,A,42.2978803558738,Suffolk County,0.033012383115742,583937.5,0.191671056161742,1139140.0
Boston,Q1,2018,0.5769230769230769,0.0,"Technology, Advertising, Media, and Information",A,42.2978803558738,Suffolk County,0.033012383115742,583937.5,0.191671056161742,1139140.0
Houston,Q1,2018,0.35714285714285715,117.20291649413532,Legal Services,A,32.105381160916,Harris County,0.0344902530088221,1097757.5,0.0164589698773249,2279358.5
Manhattan,Q1,2018,0.6891891891891891,0.0,"Technology, Advertising, Media, and Information",A,82.4648014546126,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Northern New Jersey,Q1,2018,0.5862068965517241,0.0,"Technology, Advertising, Media, and Information",A,28.4729600568076,Essex County,0.0494705906152235,159002.8,0.054381819114848,326356.0
Philadelphia,Q1,2018,0.5151515151515151,168.38864551828897,Financial Services and Insurance,A,27.5773441256297,Philadelphia County,0.0338032188534994,665765.0,0.246605033307548,1569657.0
Phoenix,Q1,2018,0.6071428571428571,0.0,Financial Services and Insurance,O,23.0715670263072,Maricopa County,0.0628823518738838,1929015.0,0.0219085906537793,4155501.0
San Francisco,Q1,2018,0.6111111111111112,0.0,Financial Services and Insurance,A,68.8091479767104,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
San Francisco,Q1,2018,0.8157894736842105,0.0,"Technology, Advertising, Media, and Information",O,64.5789197209575,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
Seattle,Q1,2018,0.5833333333333334,29.17814951566047,Financial Services and Insurance,A,41.5991786346942,King County,0.0636802814567068,1140353.0,0.128633852850828,2118119.0
Seattle,Q1,2018,0.6363636363636364,0.0,Legal Services,A,41.5991786346942,King County,0.0636802814567068,1140353.0,0.128633852850828,2118119.0
South Florida,Q1,2018,0.6071428571428571,-1.2109443433868772,Financial Services and Insurance,O,27.755344208609,Miami-Dade County,0.048260635560427,1272735.0,0.0514804731542701,2702602.0
South Florida,Q1,2018,0.6071428571428571,0.0,Financial Services and Insurance,O,27.755344208609,Miami-Dade County,0.048260635560427,1272735.0,0.0514804731542701,2702602.0
South Florida,Q1,2018,0.6071428571428571,0.0,Financial Services and Insurance,A,37.4429386432953,Miami-Dade County,0.048260635560427,1272735.0,0.0514804731542701,2702602.0
Austin,Q1,2018,0.7368421052631579,0.0,"Technology, Advertising, Media, and Information",A,40.3847061308072,Travis County,0.0823156144173104,645807.0,0.031554318859969,1176584.0
Houston,Q1,2018,0.35714285714285715,0.0,Legal Services,A,32.105381160916,Harris County,0.0344902530088221,1097757.5,0.0164589698773249,2279358.5
Philadelphia,Q1,2018,0.5151515151515151,0.0,Financial Services and Insurance,A,27.5773441256297,Philadelphia County,0.0338032188534994,665765.0,0.246605033307548,1569657.0
Phoenix,Q1,2018,0.6071428571428571,39.30543226879919,Financial Services and Insurance,A,28.9854472145469,Maricopa County,0.0628823518738838,1929015.0,0.0219085906537793,4155501.0
San Diego,Q1,2018,0.45454545454545453,3.63561118147957,"Technology, Advertising, Media, and Information",A,36.5331251563644,San Diego County,0.0717674225118207,1536073.0,0.0312953876541024,3283665.0
San Diego,Q1,2018,0.45454545454545453,0.0,"Technology, Advertising, Media, and Information",A,36.5331251563644,San Diego County,0.0717674225118207,1536073.0,0.0312953876541024,3283665.0
Tampa,Q1,2018,0.6818181818181818,0.0,Financial Services and Insurance,O,20.0320407433743,Hillsborough County,0.060341667257699,433428.0,0.0113758243355624,878729.0
Tampa,Q1,2018,0.6818181818181818,188.3779401502401,Financial Services and Insurance,A,28.3222759720881,Hillsborough County,0.060341667257699,433428.0,0.0113758243355624,878729.0
Tampa,Q1,2018,0.5714285714285714,0.0,"Technology, Advertising, Media, and Information",A,28.3222759720881,Hillsborough County,0.060341667257699,433428.0,0.0113758243355624,878729.0
Tampa,Q1,2018,0.5909090909090909,0.0,Legal Services,A,28.3222759720881,Hillsborough County,0.060341667257699,433428.0,0.0113758243355624,878729.0
Manhattan,Q2,2018,0.5706371191135734,30.623483782156868,Financial Services and Insurance,A,82.0331156463172,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Atlanta,Q2,2018,0.6976744186046512,19.49099098351541,Financial Services and Insurance,A,29.2519005754806,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Atlanta,Q2,2018,0.6976744186046512,0.0,Financial Services and Insurance,A,29.2519005754806,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Austin,Q2,2018,0.8571428571428571,-34.94273695227744,Financial Services and Insurance,A,39.659272025382,Travis County,0.0823156144173104,645807.0,0.031554318859969,1176584.0
Austin,Q2,2018,0.8571428571428571,-50.1304712167767,Financial Services and Insurance,O,29.7223751630607,Travis County,0.0823156144173104,645807.0,0.031554318859969,1176584.0
Baltimore,Q2,2018,0.75,72.55968497181178,Financial Services and Insurance,A,27.2036653106623,Baltimore City,0.0374666311691863,277954.0,0.178950473819409,619796.0
Boston,Q2,2018,0.8723404255319149,-16.932142419521412,"Technology, Advertising, Media, and Information",A,45.7071930392714,Suffolk County,0.033012383115742,583937.5,0.191671056161742,1139140.0
Boston,Q2,2018,0.8723404255319149,0.0,"Technology, Advertising, Media, and Information",A,45.7071930392714,Suffolk County,0.033012383115742,583937.5,0.191671056161742,1139140.0
Charlotte,Q2,2018,0.8055555555555556,-53.762205933880026,Financial Services and Insurance,A,29.3791009452546,Mecklenburg County,0.0529594091502019,275268.5,0.016250788463089,532624.5
Chicago Suburbs,Q2,2018,0.5,57.13292495602409,Financial Services and Insurance,A,26.8611946597633,Cook County,0.0521462462679171,843658.333333333,0.0662685163678764,1753667.0
Houston,Q2,2018,0.6774193548387096,-43.44733848266865,Financial Services and Insurance,O,20.5381144012492,Harris County,0.0344902530088221,1097757.5,0.0164589698773249,2279358.5
Los Angeles,Q2,2018,0.7586206896551724,-59.52888521516486,Financial Services and Insurance,O,31.8206520058974,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Los Angeles,Q2,2018,0.6296296296296297,140.9616683636972,"Technology, Advertising, Media, and Information",A,39.0330756919583,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Los Angeles,Q2,2018,0.7586206896551724,-58.49962333051899,Financial Services and Insurance,O,31.8206520058974,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Los Angeles,Q2,2018,0.6052631578947368,0.0,Legal Services,O,31.8206520058974,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Manhattan,Q2,2018,0.5706371191135734,0.0,Financial Services and Insurance,A,82.0331156463172,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q2,2018,0.7364016736401674,-35.492078562140726,"Technology, Advertising, Media, and Information",O,62.1751199680751,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q2,2018,0.7364016736401674,0.0,"Technology, Advertising, Media, and Information",O,62.1751199680751,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q2,2018,0.5706371191135734,0.0,Financial Services and Insurance,O,62.1751199680751,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q2,2018,0.5706371191135734,55.01972125443597,Financial Services and Insurance,A,82.0331156463172,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q2,2018,0.5706371191135734,-35.492078562140726,Financial Services and Insurance,O,62.1751199680751,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q2,2018,0.7364016736401674,0.0,"Technology, Advertising, Media, and Information",A,82.0331156463172,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Northern Virginia,Q2,2018,0.6388888888888888,-37.044515547823934,Financial Services and Insurance,A,34.4448668610663,Fairfax city,0.0701262272089762,12834.0,0.099501324606514,23580.0
Northern Virginia,Q2,2018,0.55,0.0,Legal Services,A,34.4448668610663,Fairfax city,0.0701262272089762,12834.0,0.099501324606514,23580.0
Northern Virginia,Q2,2018,0.55,-72.4581126572146,Legal Services,O,28.7155514061252,Fairfax city,0.0701262272089762,12834.0,0.099501324606514,23580.0
Northern Virginia,Q2,2018,0.55,263.0833237947835,Legal Services,A,34.4448668610663,Fairfax city,0.0701262272089762,12834.0,0.099501324606514,23580.0
Philadelphia,Q2,2018,0.7741935483870968,-21.619260819628693,Financial Services and Insurance,A,29.4459067260182,Philadelphia County,0.0338032188534994,665765.0,0.246605033307548,1569657.0
Philadelphia,Q2,2018,0.5,-52.95014823731601,Legal Services,O,25.5278958417526,Philadelphia County,0.0338032188534994,665765.0,0.246605033307548,1569657.0
Phoenix,Q2,2018,0.8928571428571429,21.493894380715762,Financial Services and Insurance,A,30.4077891933069,Maricopa County,0.0628823518738838,1929015.0,0.0219085906537793,4155501.0
San Diego,Q2,2018,0.6538461538461539,12.530857474769475,Financial Services and Insurance,O,28.319436365711,San Diego County,0.0717674225118207,1536073.0,0.0312953876541024,3283665.0
San Diego,Q2,2018,0.6538461538461539,46.37514013113855,Financial Services and Insurance,A,36.7942088116631,San Diego County,0.0717674225118207,1536073.0,0.0312953876541024,3283665.0
San Francisco,Q2,2018,0.7169811320754716,91.24313405274546,"Technology, Advertising, Media, and Information",A,68.9639384422598,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
San Francisco,Q2,2018,0.5263157894736842,0.0,Legal Services,A,68.9639384422598,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
San Francisco,Q2,2018,0.7169811320754716,0.0,"Technology, Advertising, Media, and Information",A,68.9639384422598,San Francisco County,0.0656547451645231,504914.0,0.333747925389274,864263.0
Seattle,Q2,2018,0.8636363636363636,-31.557027680892325,Financial Services and Insurance,O,27.99768550356,King County,0.0636802814567068,1140353.0,0.128633852850828,2118119.0
Seattle,Q2,2018,0.8636363636363636,13.331696053644304,Financial Services and Insurance,A,46.3665820388765,King County,0.0636802814567068,1140353.0,0.128633852850828,2118119.0
Seattle,Q2,2018,0.8636363636363636,0.0,Financial Services and Insurance,A,46.3665820388765,King County,0.0636802814567068,1140353.0,0.128633852850828,2118119.0
Seattle,Q2,2018,0.825,0.0,"Technology, Advertising, Media, and Information",A,46.3665820388765,King County,0.0636802814567068,1140353.0,0.128633852850828,2118119.0
South Florida,Q2,2018,0.7291666666666666,36.95410494741822,Financial Services and Insurance,O,28.9804475377944,Miami-Dade County,0.048260635560427,1272735.0,0.0514804731542701,2702602.0
South Florida,Q2,2018,0.6086956521739131,-19.984458405312832,Legal Services,A,37.6773271789521,Miami-Dade County,0.048260635560427,1272735.0,0.0514804731542701,2702602.0
Tampa,Q2,2018,0.46153846153846156,-63.27529207457465,Legal Services,A,28.7579468132127,Hillsborough County,0.060341667257699,433428.0,0.0113758243355624,878729.0
Atlanta,Q2,2018,0.6976744186046512,-44.95828868686967,Financial Services and Insurance,O,20.2190604318338,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Atlanta,Q2,2018,0.8571428571428571,81.68039767350903,"Technology, Advertising, Media, and Information",A,29.2519005754806,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Atlanta,Q2,2018,0.8571428571428571,0.0,"Technology, Advertising, Media, and Information",A,29.2519005754806,Fulton County,0.0414731335891258,72922.625,0.0132297093843911,149460.25
Baltimore,Q2,2018,0.75,0.0,Financial Services and Insurance,A,27.2036653106623,Baltimore City,0.0374666311691863,277954.0,0.178950473819409,619796.0
Baltimore,Q2,2018,0.6,-19.759554946807512,Legal Services,O,20.653373073319,Baltimore City,0.0374666311691863,277954.0,0.178950473819409,619796.0
Boston,Q2,2018,0.8723404255319149,-40.66786536695665,"Technology, Advertising, Media, and Information",O,21.9669104443961,Suffolk County,0.033012383115742,583937.5,0.191671056161742,1139140.0
Boston,Q2,2018,0.5263157894736842,0.0,Financial Services and Insurance,O,21.9669104443961,Suffolk County,0.033012383115742,583937.5,0.191671056161742,1139140.0
Chicago Suburbs,Q2,2018,0.5,0.0,Financial Services and Insurance,A,26.8611946597633,Cook County,0.0521462462679171,843658.333333333,0.0662685163678764,1753667.0
Detroit,Q2,2018,0.36363636363636365,-20.654506560902664,Financial Services and Insurance,A,21.3336500243945,Wayne County,0.0415943405806327,65866.6,0.0069243420548415,159254.266666667
Houston,Q2,2018,0.6774193548387096,67.43810490158909,Financial Services and Insurance,A,33.563960419687,Harris County,0.0344902530088221,1097757.5,0.0164589698773249,2279358.5
Los Angeles,Q2,2018,0.6296296296296297,0.0,"Technology, Advertising, Media, and Information",O,31.8206520058974,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Los Angeles,Q2,2018,0.6052631578947368,0.0,Legal Services,A,39.0330756919583,Los Angeles County,0.0519141698487479,4805817.0,0.0615090004467503,10105722.0
Manhattan,Q2,2018,0.7364016736401674,55.01972125443597,"Technology, Advertising, Media, and Information",A,82.0331156463172,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q2,2018,0.6078431372549019,-35.492078562140726,Legal Services,O,62.1751199680751,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Manhattan,Q2,2018,0.6078431372549019,0.0,Legal Services,A,82.0331156463172,New York County,0.0660709695285358,906389.0,0.582986995649771,1653877.0
Nashville,Q2,2018,0.25,0.0,Financial Services and Insurance,O,24.7363156987456,Davidson County,0.041018641581114,218648.0,0.0123918929596895,421220.0
Northern New Jersey,Q2,2018,0.4666666666666667,74.53393346426375,Legal Services,A,28.4283263168331,Essex County,0.0494705906152235,159002.8,0.054381819114848,326356.0
